Cid,TimeStamp,Value,MessageId
d9bc5000-b537-4115-973b-c645bc276626,2017-01-09 14:45:00.123456,Occupied,
735ea821-a9f6-4830-811c-920993a5aba3,2017-01-09 15:25:00.123456,UnOccupied,
04795e56-d568-4960-94fc-369db79d7955,2017-01-09 15:45:00.123456,Offline,
b4ae73cb-bbeb-4215-b53d-8d3e8e4b6fb9,2017-01-09 16:15:00.123456,N/A,
3caf9023-dc82-4550-b915-2306a35e2dff,2017-01-09 16:55:00.123456,UnOccupied,
525d69a7-6182-4648-86e9-4d7df7574510,2017-01-09 17:15:00.123456,N/A,
f28037f8-2637-428b-9dda-90bb44cb53de,2017-01-09 17:35:00.123456,N/A,
e2a940c5-0852-467a-98ed-11dbfad11e4f,2017-01-09 18:05:00.123456,Offline,
ab4fdd7d-914d-4cfa-b798-b6d53415a77c,2017-01-09 18:50:00.123456,N/A,
97cd5c6a-065a-415b-9cf2-a1c3600ea449,2017-01-09 19:30:00.123456,UnOccupied,
94824836-e342-4d79-be53-bc943184cc93,2017-01-10 08:00:00.123456,UnOccupied,
12b8b8c1-8bd9-4933-9906-7187fb7db1cd,2017-01-10 09:20:00.123456,Occupied,
32f41422-24fd-4fb2-a4e3-c647864595ca,2017-01-10 10:00:00.123456,Offline,
352ec353-0843-417b-99ce-f5c7420197c4,2017-01-10 10:20:00.123456,Occupied,
8e4045f4-0bfd-482c-abb6-a30088c506c2,2017-01-10 11:05:00.123456,UnOccupied,
c97b28f5-f4bd-4486-a10c-ded84af9476e,2017-01-10 12:50:00.123456,UnOccupied,
fae15a26-217f-4db1-8cd1-274a95d19c83,2017-01-10 13:20:00.123456,Occupied,
d586034c-3dab-4575-8541-bddc623c56c8,2017-01-10 14:30:00.123456,Offline,
4ba100ae-6d81-48d7-ad83-e0464d20db01,2017-01-10 15:10:00.123456,N/A,
fa7ba58a-3c7e-40ac-bd41-1e796eaae793,2017-01-10 16:55:00.123456,Occupied,
ec06391f-2c30-44fb-a232-d126070ede02,2017-01-10 17:05:00.123456,Offline,
7bee971a-3a2e-4361-85e6-35a55fc619f7,2017-01-10 18:25:00.123456,Occupied,
7005ca4e-e1a0-4096-8d58-77126eebd7f0,2017-01-10 18:55:00.123456,Offline,
841a27c8-d8bf-4a72-8d22-1c56eec172e6,2017-01-10 19:45:00.123456,Offline,
72d009a5-e97e-4193-9314-40377e57cf88,2017-01-10 19:55:00.123456,UnOccupied,
ad93a236-8358-4054-90b0-dec9aedc0631,2017-01-10 20:45:00.123456,N/A,
408fca6a-817b-4710-be18-ca50fc93a055,2017-01-11 08:00:00.123456,N/A,
fc7f959a-3e4e-4f38-8b1a-1d9f96bb9830,2017-01-11 09:30:00.123456,N/A,
432f6725-46d3-4fcd-8790-6598c0e302a4,2017-01-11 09:40:00.123456,UnOccupied,
468cafa2-e733-44db-a120-f8d4c1a6ef29,2017-01-11 10:10:00.123456,Offline,
80546017-c6b6-4314-82d8-f6e5a322853d,2017-01-11 10:55:00.123456,Offline,
96694c38-9902-46f1-b21e-6acf154177e0,2017-01-11 12:15:00.123456,Offline,
ecdb242e-a6e7-4614-9b50-da689986ca17,2017-01-11 13:05:00.123456,Offline,
b599d0c5-c272-4ea0-a720-e231f6079488,2017-01-11 14:55:00.123456,N/A,
bddda579-18ce-4bb4-a4cf-58f56be72cf5,2017-01-11 15:40:00.123456,N/A,
b0112507-335e-45a5-96f7-89fb86bd8e68,2017-01-11 15:50:00.123456,UnOccupied,
18ccadd7-0e75-4016-83a6-f3da76a8a665,2017-01-11 16:10:00.123456,Occupied,
83400dd7-2461-48f5-951d-190d52c1c19a,2017-01-11 17:20:00.123456,UnOccupied,
c049c0f3-4b9d-4f7e-9cfd-e44aad4225da,2017-01-11 18:05:00.123456,N/A,
47c9efc0-5970-4ca8-8a52-e8607b2a8c5b,2017-01-11 19:50:00.123456,Occupied,
64f8478d-4c62-490f-bef6-8103a066a12f,2017-01-12 08:00:00.123456,N/A,
f333bb00-0303-44e3-b00f-6579dbe7c84f,2017-01-12 09:50:00.123456,N/A,
3fe8e806-9d7e-4623-8e64-d7eda3a5a6fe,2017-01-12 10:20:00.123456,N/A,
b06f9694-2e40-4f87-af6d-d86943954793,2017-01-12 11:50:00.123456,Offline,
b4554158-44cd-453c-861d-f121bd70a5e2,2017-01-12 12:35:00.123456,UnOccupied,
3a36b524-9816-484b-a30f-b50a10014c5c,2017-01-12 13:25:00.123456,Offline,
6fc18c59-5006-4c35-b43c-076b3f214a3e,2017-01-12 14:10:00.123456,UnOccupied,
ff62d0f1-5dc5-43dc-89f6-b7e658208b49,2017-01-12 14:30:00.123456,Occupied,
637304ac-bc6f-4f4f-8b7d-3e94b4faca55,2017-01-12 15:20:00.123456,Offline,
5e37e3d4-e64e-4cf7-bde0-372adc370f46,2017-01-12 17:05:00.123456,N/A,
0633e29d-06d0-4b41-93e0-d86d7af4ca2a,2017-01-12 17:45:00.123456,Occupied,
b829fad0-e898-47e3-a388-30c7f6373c5a,2017-01-12 19:05:00.123456,Offline,
479ce5ad-5d36-47c4-8eab-24970bb6cd7a,2017-01-12 19:15:00.123456,Offline,
00646e34-3d47-41a8-b77c-516c84ca8b82,2017-01-12 19:55:00.123456,Occupied,
65679784-e3c5-4f13-ac2e-f9703fd5a732,2017-01-13 08:00:00.123456,Offline,
6c9f1fe5-ad02-403e-972c-cdb91958af83,2017-01-13 09:50:00.123456,Offline,
0c457c77-a579-4be8-b97a-77285cef5fd0,2017-01-13 10:30:00.123456,N/A,
c37f28eb-e6cb-4eb1-9767-c3ad2d6f5754,2017-01-13 11:40:00.123456,UnOccupied,
ba81051b-5798-47c8-9171-ba46d9e50138,2017-01-13 12:20:00.123456,Occupied,
e80eb7b2-c98b-450d-aba5-bc65d64c6037,2017-01-13 13:10:00.123456,N/A,
ff79bb85-cea4-441b-a820-60bdac7c1ad5,2017-01-13 13:40:00.123456,N/A,
252e2edb-2bbf-40fa-8c76-bedc4abdd07f,2017-01-13 14:20:00.123456,UnOccupied,
c5c2f87b-ebe5-44c9-ab9b-f5a3d4295be6,2017-01-13 14:30:00.123456,N/A,
f38d80f4-f631-4834-ba15-ae99fe1e8724,2017-01-13 15:15:00.123456,Occupied,
b345eb98-727a-4fbf-9eae-7d71933a5ccf,2017-01-13 15:45:00.123456,UnOccupied,
b1c4c7c2-7b07-444e-a6ba-561df4d3ead6,2017-01-13 17:15:00.123456,UnOccupied,
ae7f82d1-a4fb-45d3-bc97-af4428fb971c,2017-01-13 17:55:00.123456,UnOccupied,
776cc700-034c-4f15-813a-707b890cc6e6,2017-01-13 18:45:00.123456,Offline,
f1584685-e77b-470b-af85-d509fd921d71,2017-01-13 19:35:00.123456,N/A,
393dc6ab-f1f3-4877-9a76-371e453a3205,2017-01-13 20:45:00.123456,UnOccupied,
e9d4cd85-d822-43a9-81c7-2b359bb8e757,2017-01-16 08:00:00.123456,UnOccupied,
53b84d06-cbec-410c-81be-be59a7049ca1,2017-01-16 08:45:00.123456,Occupied,
4d4aa56f-44c4-4b52-9fa0-7839563005b2,2017-01-16 09:05:00.123456,Offline,
8aab9d78-f7cc-4ed1-8e71-649ba2a5aa56,2017-01-16 10:25:00.123456,Offline,
833fb6a2-2d5f-4702-b956-f13d7282b431,2017-01-16 11:15:00.123456,Occupied,
d2b1c011-43ef-4a6c-83c7-54f899596be6,2017-01-16 11:25:00.123456,Occupied,
8e373989-5d22-45c7-9164-122fa82eca02,2017-01-16 12:10:00.123456,Offline,
a17cd8d0-56b4-42d8-9ef4-77bb38a13b25,2017-01-16 13:55:00.123456,UnOccupied,
4ec04487-9caf-479a-9c92-3245c677ea2c,2017-01-16 14:40:00.123456,Offline,
ae2fca99-2ede-477c-a7e9-479d72322491,2017-01-16 16:30:00.123456,UnOccupied,
24ab73c1-a2af-4131-9255-eda0c26ac990,2017-01-16 17:00:00.123456,UnOccupied,
2fc5a198-2917-42b1-a437-4c3c49f4c211,2017-01-16 17:45:00.123456,Occupied,
804243c7-d7f5-4cf3-8b96-c1f2e45b0a97,2017-01-16 18:35:00.123456,Offline,
9505a166-6820-4ce4-bd2c-8efda4667696,2017-01-16 19:05:00.123456,Offline,
87db4d87-6ebc-42ef-869f-461f77b6d86c,2017-01-16 19:55:00.123456,UnOccupied,
448340dc-37a8-42e5-b016-238446f1c99c,2017-01-16 21:15:00.123456,Occupied,
31dfd548-9a9e-45f2-921f-b933b0555c28,2017-01-16 08:00:00.123456,UnOccupied,
b6921ee2-aa5d-49cd-ae2a-9546773fa0bc,2017-01-16 09:20:00.123456,Occupied,
ef70efff-96eb-4720-ae4a-88270aa81703,2017-01-16 10:05:00.123456,UnOccupied,
36dca2f6-47eb-4614-b7fa-5fb07fd089fd,2017-01-16 10:15:00.123456,Offline,
8c5eda23-2fee-41c8-ae7b-9505df6dea1c,2017-01-16 10:45:00.123456,Offline,
572ec258-b2a0-413a-917f-b7963ab7655e,2017-01-16 12:25:00.123456,UnOccupied,
a4face4d-c988-443a-a414-abfba6407f9b,2017-01-16 13:05:00.123456,Occupied,
625134f1-5779-451c-8758-187662777431,2017-01-16 13:45:00.123456,Offline,
78e22f05-289e-4ca1-809f-2f16a95103a9,2017-01-16 14:25:00.123456,UnOccupied,
8a583a34-5eb6-4ca0-9fa2-8e063fe73766,2017-01-16 14:35:00.123456,Offline,
3c480967-cb0f-4b55-b0eb-19e2bc53f4b9,2017-01-16 15:05:00.123456,N/A,
2d68b0fc-f9fc-4efe-ab0b-5e62c2ee5f44,2017-01-16 16:25:00.123456,UnOccupied,
ff447b28-bd38-44a4-90ab-378eaddac369,2017-01-16 17:05:00.123456,Offline,
1b6fcc22-2e3f-4504-9601-dd4dfa02fd38,2017-01-16 18:50:00.123456,Offline,
8e4dfa5f-e68d-4d32-827d-cacd9a4a9439,2017-01-16 19:30:00.123456,UnOccupied,
b5dd9569-72da-4c69-aa23-20bc8bc588ce,2017-01-16 20:10:00.123456,N/A,
e743d59f-f829-47a2-b06e-270db1b4cbd3,2017-01-16 08:00:00.123456,Offline,
7faaa342-7f30-4b31-bb56-984f5746dfc7,2017-01-16 09:40:00.123456,N/A,
a86f501c-f494-4005-9c6e-0f90e0e4b0f0,2017-01-16 10:30:00.123456,UnOccupied,
40ebb1e5-ce98-40a4-b964-ee13a34866b1,2017-01-16 12:10:00.123456,N/A,
0feb553c-8db2-4733-a963-3f89933f0f15,2017-01-16 13:00:00.123456,Occupied,
f55d396e-0a90-4614-903c-0dac4c534326,2017-01-16 13:40:00.123456,Occupied,
a6d83d44-8730-437a-b66f-15e090550423,2017-01-16 13:50:00.123456,Occupied,
5c1a8aea-ce4d-40db-a4f4-507261aa3f72,2017-01-16 15:20:00.123456,Offline,
80683b33-a8eb-451f-b8a7-a5b1b7f5d5ba,2017-01-16 15:40:00.123456,UnOccupied,
b5c9b775-f84f-4516-9711-edf03a7e7525,2017-01-16 16:00:00.123456,UnOccupied,
e5f3dd46-c606-45b5-87d3-0ddf7501b838,2017-01-16 16:40:00.123456,N/A,
6a1731d8-a215-4ff2-8dd8-bd375e8e939f,2017-01-16 16:50:00.123456,N/A,
37132434-d979-4112-b762-be82f8eceaf1,2017-01-16 17:10:00.123456,Occupied,
cc93d83e-6ed2-43a8-a47d-05d2f3f7bee6,2017-01-16 18:00:00.123456,Offline,
7f9e1daf-fecf-4afa-ba69-0dd12af645d7,2017-01-16 18:30:00.123456,N/A,
b196c0a8-1d89-4c2e-b17e-899bac7f4563,2017-01-16 19:20:00.123456,Occupied,
df37ab42-ea38-449c-8810-f5b985292b0c,2017-01-16 19:30:00.123456,N/A,
86ab9010-8aed-4a4f-89bd-9bca2d8f6188,2017-01-16 20:15:00.123456,UnOccupied,
a79b7626-4188-4701-8761-e188dfb76b91,2017-01-17 08:00:00.123456,UnOccupied,
32fbfb3b-68b1-49d1-a96c-766ce8c9a2bc,2017-01-17 09:45:00.123456,UnOccupied,
c30d8a7b-409f-4a7b-9f05-e1f6e5169150,2017-01-17 10:05:00.123456,Occupied,
f8e7a143-3a09-41ed-ac25-9081ce4c2eba,2017-01-17 10:25:00.123456,Occupied,
7e70277c-74dd-4815-8555-78a79938e435,2017-01-17 10:35:00.123456,UnOccupied,
2e09367b-8d71-4b06-bd6a-7202a383c729,2017-01-17 12:25:00.123456,N/A,
8c491525-3993-4458-8a63-75843beba43d,2017-01-17 13:05:00.123456,N/A,
9ac6f01c-29d8-415f-b76a-a05ed8788bcd,2017-01-17 14:15:00.123456,Occupied,
5739051b-bd62-44cc-826b-54e0d8f765a5,2017-01-17 14:25:00.123456,UnOccupied,
5e14a46b-0c26-4c20-803c-5ea01ce917f4,2017-01-17 16:10:00.123456,Occupied,
dbd3ffe3-f83e-4d08-aeb4-7eea6a471b30,2017-01-17 16:55:00.123456,Offline,
147e4006-94e1-4409-8a1c-a46db33ad6b8,2017-01-17 17:45:00.123456,N/A,
06bb4217-55c9-40a3-b4e0-2261d89afccd,2017-01-17 18:30:00.123456,Occupied,
111c476f-d752-4099-96b2-b8ccf24f9b0a,2017-01-17 19:20:00.123456,Offline,
b730ab2d-0ff2-47a5-b900-0aa9a21f9d70,2017-01-18 08:00:00.123456,N/A,
a6dca7e5-93a5-46fd-ab74-58fcabda9f4e,2017-01-18 09:20:00.123456,UnOccupied,
4cbf758e-0b10-4fcc-a56c-230b2e4f637d,2017-01-18 09:30:00.123456,Occupied,
91b9aeba-46b0-4d91-97c3-b6448201b8dd,2017-01-18 10:10:00.123456,Offline,
41570163-3472-4feb-8649-8ba2bc168094,2017-01-18 10:50:00.123456,N/A,
17311455-ec4b-4b63-851e-141f1700cea3,2017-01-18 12:40:00.123456,N/A,
786759c3-b2e7-45f3-a5e6-2ba4f669336f,2017-01-18 13:00:00.123456,N/A,
ea856955-eab6-47d5-a94f-0834c2402dfe,2017-01-18 13:20:00.123456,N/A,
bc559bdc-4f19-4663-bc8c-c9b7cdba7a50,2017-01-18 14:05:00.123456,N/A,
aa3dfb99-9346-4d5d-a356-9305153cf4af,2017-01-18 15:55:00.123456,N/A,
6583392a-0cc6-4f0c-bd00-caccf1ff07b0,2017-01-18 16:35:00.123456,UnOccupied,
4e5b5052-b3bc-424c-aa27-3384344bd9f6,2017-01-18 17:25:00.123456,UnOccupied,
93d15e26-6441-4e4a-8fa8-234f1926ba7e,2017-01-18 18:15:00.123456,UnOccupied,
deda70e9-b258-4784-b8c6-532025edfc60,2017-01-18 18:35:00.123456,UnOccupied,
a8861753-e997-454e-9657-9698f523fca0,2017-01-18 18:55:00.123456,Offline,
a26152c0-4c57-4043-8203-3fc69ee980b7,2017-01-18 20:40:00.123456,Occupied,
