Cid,RoomName,StatusStart,StatusEnd,RoomHadPeople,RoomStatus,AccountCid,TimeStamp,MessageId
850d86bf-1131-458f-8826-a572d5e4ba7b,Ceres,2017-01-04T11:30:00.123456Z,2017-01-04T13:10:00.123456Z,False,Offline,20f8aecfc69b,2017-01-04T13:10:00.123456Z,MessageIdData
6304edca-b723-4783-8e20-1514193ff3f1,Fulgora,2017-01-04T13:50:00.123456Z,2017-01-04T14:40:00.123456Z,True,UnOccupied,45f0bb6f8f16,2017-01-04T14:40:00.123456Z,MessageIdData
2989dbc5-1f67-40b3-88fc-f18110c31a00,Gemini,2017-01-04T15:20:00.123456Z,2017-01-04T17:10:00.123456Z,True,Occupied,247263c670b8,2017-01-04T17:10:00.123456Z,MessageIdData
85893bda-c0c5-48d4-ad0c-d23da19336e2,Iovis,2017-01-04T17:40:00.123456Z,2017-01-04T18:25:00.123456Z,True,Offline,febda3b8e823,2017-01-04T18:25:00.123456Z,MessageIdData
b185f9ab-8ab3-4e65-8517-5fc40e86efb4,Gemini,2017-01-04T18:45:00.123456Z,2017-01-04T18:55:00.123456Z,True,Occupied,3bc5a105b4cd,2017-01-04T18:55:00.123456Z,MessageIdData
0cd1d3e2-f451-4502-aea3-e6af4a7775c5,Iovis,2017-01-04T19:40:00.123456Z,2017-01-04T21:20:00.123456Z,False,Occupied,b8f896ea05af,2017-01-04T21:20:00.123456Z,MessageIdData
634b4d9f-a52d-4241-8ca2-335d7b3778d0,Elissa,2017-01-05T08:00:00.123456Z,2017-01-05T08:10:00.123456Z,False,UnOccupied,3bc5a105b4cd,2017-01-05T08:10:00.123456Z,MessageIdData
9ab869a0-8d7b-4ce3-8e01-4f231148dbea,Ceres,2017-01-05T08:20:00.123456Z,2017-01-05T09:10:00.123456Z,True,Occupied,a8d9c40ef511,2017-01-05T09:10:00.123456Z,MessageIdData
12a5793e-54e6-4933-885f-cf64704524df,Elissa,2017-01-05T10:00:00.123456Z,2017-01-05T10:50:00.123456Z,True,N/A,20f8aecfc69b,2017-01-05T10:50:00.123456Z,MessageIdData
3499d19f-0cf8-4bec-9f2f-1901b7739a49,Saturn,2017-01-05T11:00:00.123456Z,2017-01-05T11:20:00.123456Z,True,Offline,1dd7743b1e36,2017-01-05T11:20:00.123456Z,MessageIdData
283361d2-53d2-48dc-8f50-a7c175db6106,Luna,2017-01-05T12:10:00.123456Z,2017-01-05T12:50:00.123456Z,True,Offline,247263c670b8,2017-01-05T12:50:00.123456Z,MessageIdData
27e9740c-0abc-451c-be97-7d2f51f264a7,Fulgora,2017-01-05T13:10:00.123456Z,2017-01-05T13:30:00.123456Z,True,UnOccupied,3bc5a105b4cd,2017-01-05T13:30:00.123456Z,MessageIdData
4b73ed5a-fea0-4d5d-9b1b-4eaca77fb0af,Ceres,2017-01-05T14:00:00.123456Z,2017-01-05T15:10:00.123456Z,False,N/A,247263c670b8,2017-01-05T15:10:00.123456Z,MessageIdData
8bf2a352-4be6-4427-a278-08719019bd02,Gemini,2017-01-05T15:55:00.123456Z,2017-01-05T16:45:00.123456Z,True,Offline,fad18082a2fd,2017-01-05T16:45:00.123456Z,MessageIdData
1312cf08-1c66-4267-b511-d56395367ec5,Iovis,2017-01-05T16:55:00.123456Z,2017-01-05T17:05:00.123456Z,True,UnOccupied,6ebcb2ac944c,2017-01-05T17:05:00.123456Z,MessageIdData
1e4c7b94-7688-4dd9-94af-d8b5bcd76751,Iovis,2017-01-05T17:25:00.123456Z,2017-01-05T19:15:00.123456Z,True,Occupied,febda3b8e823,2017-01-05T19:15:00.123456Z,MessageIdData
d4b294f7-f484-46e8-acf2-fde79740ce8f,Elissa,2017-01-05T19:25:00.123456Z,2017-01-05T19:35:00.123456Z,True,UnOccupied,a8d9c40ef511,2017-01-05T19:35:00.123456Z,MessageIdData
5e7024db-eb00-4602-9ba3-3b104e53b26a,Gemini,2017-01-06T08:00:00.123456Z,2017-01-06T08:45:00.123456Z,True,N/A,43510864a6f1,2017-01-06T08:45:00.123456Z,MessageIdData
bf666833-0879-4736-af6c-12ac26f9c8f6,Vesta,2017-01-06T09:05:00.123456Z,2017-01-06T10:35:00.123456Z,True,Occupied,248d9d75297a,2017-01-06T10:35:00.123456Z,MessageIdData
57c91c1a-725c-422d-9908-674943ab9598,Vesta,2017-01-06T10:55:00.123456Z,2017-01-06T12:15:00.123456Z,True,N/A,a8d9c40ef511,2017-01-06T12:15:00.123456Z,MessageIdData
269979fb-651c-4223-9ade-40095cf2d061,Venus,2017-01-06T12:25:00.123456Z,2017-01-06T14:05:00.123456Z,True,N/A,bfb248306601,2017-01-06T14:05:00.123456Z,MessageIdData
ada6376f-ddcb-4610-9093-d990db2f38b6,Iovis,2017-01-06T14:55:00.123456Z,2017-01-06T16:40:00.123456Z,True,Occupied,43510864a6f1,2017-01-06T16:40:00.123456Z,MessageIdData
3363f3f6-8252-4cf3-a2ac-1d9b3fffc1d5,Luna,2017-01-06T16:50:00.123456Z,2017-01-06T17:10:00.123456Z,True,UnOccupied,fad18082a2fd,2017-01-06T17:10:00.123456Z,MessageIdData
c84e193c-4291-47e1-bd95-43c466055994,Elissa,2017-01-06T18:00:00.123456Z,2017-01-06T18:45:00.123456Z,True,N/A,248d9d75297a,2017-01-06T18:45:00.123456Z,MessageIdData
b31fc1f5-414b-4f50-ab10-33c1b31e1e5f,Vesta,2017-01-06T19:15:00.123456Z,2017-01-06T19:25:00.123456Z,True,Offline,43510864a6f1,2017-01-06T19:25:00.123456Z,MessageIdData
1e761271-f52c-435e-bec1-13017bec9951,Iovis,2017-01-09T08:00:00.123456Z,2017-01-09T08:50:00.123456Z,True,UnOccupied,43510864a6f1,2017-01-09T08:50:00.123456Z,MessageIdData
0025ae13-f449-4b61-9cb2-f2dfaaa0766d,Ceres,2017-01-09T09:10:00.123456Z,2017-01-09T10:00:00.123456Z,True,N/A,88066778efa9,2017-01-09T10:00:00.123456Z,MessageIdData
4dd0f00a-0216-40ff-a608-4e3b71739945,Saturn,2017-01-09T10:40:00.123456Z,2017-01-09T11:50:00.123456Z,True,UnOccupied,3bc5a105b4cd,2017-01-09T11:50:00.123456Z,MessageIdData
4c3f3705-0be1-421e-aa06-c0a7053a3769,Ceres,2017-01-09T12:40:00.123456Z,2017-01-09T13:25:00.123456Z,True,Occupied,b8f896ea05af,2017-01-09T13:25:00.123456Z,MessageIdData
6991ab1e-3eb9-4f48-8994-4393fdc56d7a,Venus,2017-01-09T13:45:00.123456Z,2017-01-09T15:30:00.123456Z,True,Occupied,cd3a8437423c,2017-01-09T15:30:00.123456Z,MessageIdData
11da521a-19dd-43cd-82c5-91a1215569d6,Elissa,2017-01-09T16:20:00.123456Z,2017-01-09T18:05:00.123456Z,True,Occupied,ab516b7308fd,2017-01-09T18:05:00.123456Z,MessageIdData
8900c6c6-df38-43a6-95b7-e00f5f2c1a89,Ceres,2017-01-09T18:45:00.123456Z,2017-01-09T20:25:00.123456Z,True,Offline,ef5ade4437d8,2017-01-09T20:25:00.123456Z,MessageIdData
c7a4bf5c-3a88-4876-8c66-7296e713cc9d,Saturn,2017-01-09T08:00:00.123456Z,2017-01-09T08:40:00.123456Z,True,Offline,247263c670b8,2017-01-09T08:40:00.123456Z,MessageIdData
3c6680f6-9136-4015-a62f-4786056b092e,Vesta,2017-01-09T09:10:00.123456Z,2017-01-09T10:00:00.123456Z,True,UnOccupied,45f0bb6f8f16,2017-01-09T10:00:00.123456Z,MessageIdData
747872ee-a0d3-4e4f-a700-0b78eb02d30b,Fulgora,2017-01-09T10:30:00.123456Z,2017-01-09T11:00:00.123456Z,False,Offline,fad18082a2fd,2017-01-09T11:00:00.123456Z,MessageIdData
b60fae8a-f381-4330-9fd6-5a8f75f5a0b1,Saturn,2017-01-09T11:20:00.123456Z,2017-01-09T13:10:00.123456Z,True,Occupied,febda3b8e823,2017-01-09T13:10:00.123456Z,MessageIdData
82dc1adf-9db0-4840-969f-c4623da63ab2,Pax,2017-01-09T13:30:00.123456Z,2017-01-09T14:15:00.123456Z,True,UnOccupied,b8f896ea05af,2017-01-09T14:15:00.123456Z,MessageIdData
1817cf6c-c96b-4158-a39c-b8aaa6650124,Iovis,2017-01-09T14:55:00.123456Z,2017-01-09T15:40:00.123456Z,True,Occupied,88066778efa9,2017-01-09T15:40:00.123456Z,MessageIdData
62f6fb43-9ada-488d-98a1-8c4a83f737fe,Pax,2017-01-09T16:25:00.123456Z,2017-01-09T17:05:00.123456Z,True,UnOccupied,ef5ade4437d8,2017-01-09T17:05:00.123456Z,MessageIdData
a7ad19cd-49cb-4772-939f-07113bcec301,Luna,2017-01-09T17:25:00.123456Z,2017-01-09T19:05:00.123456Z,True,N/A,247263c670b8,2017-01-09T19:05:00.123456Z,MessageIdData
f66f04b6-f3eb-4817-aa0c-0054bc446ec8,Ceres,2017-01-09T19:50:00.123456Z,2017-01-09T21:20:00.123456Z,False,Occupied,3bc5a105b4cd,2017-01-09T21:20:00.123456Z,MessageIdData
b7feb318-aa8f-44dc-b7bf-a03542731828,Fulgora,2017-01-09T08:00:00.123456Z,2017-01-09T08:40:00.123456Z,True,N/A,bfb248306601,2017-01-09T08:40:00.123456Z,MessageIdData
815984de-f24d-47b7-aa44-e74f85cdbc10,Elissa,2017-01-09T09:00:00.123456Z,2017-01-09T09:45:00.123456Z,True,N/A,248d9d75297a,2017-01-09T09:45:00.123456Z,MessageIdData
415005ca-1c21-4eca-bec8-45e0c51e9410,Gemini,2017-01-09T10:05:00.123456Z,2017-01-09T11:55:00.123456Z,True,Offline,45f0bb6f8f16,2017-01-09T11:55:00.123456Z,MessageIdData
41681ff9-469e-488f-a6d3-baac39f6ff38,Gemini,2017-01-09T12:35:00.123456Z,2017-01-09T13:45:00.123456Z,True,Occupied,ef5ade4437d8,2017-01-09T13:45:00.123456Z,MessageIdData
56e17303-41cc-4a20-8fd1-b005785c1e7f,Iovis,2017-01-09T14:25:00.123456Z,2017-01-09T14:45:00.123456Z,True,Occupied,6ebcb2ac944c,2017-01-09T14:45:00.123456Z,MessageIdData
afa1f3c8-d536-4bc4-9471-984667da531f,Luna,2017-01-09T15:30:00.123456Z,2017-01-09T17:10:00.123456Z,False,Occupied,fad18082a2fd,2017-01-09T17:10:00.123456Z,MessageIdData
b1a30afc-f219-42b3-a039-3529343b176d,Luna,2017-01-09T17:40:00.123456Z,2017-01-09T18:10:00.123456Z,True,Offline,248d9d75297a,2017-01-09T18:10:00.123456Z,MessageIdData
7984ddaa-e5c7-4934-a906-168989f5b919,Fulgora,2017-01-09T19:00:00.123456Z,2017-01-09T19:50:00.123456Z,True,UnOccupied,fad18082a2fd,2017-01-09T19:50:00.123456Z,MessageIdData
ab2c46f0-0430-4545-acce-da91c63b225e,Luna,2017-01-10T08:00:00.123456Z,2017-01-10T09:45:00.123456Z,True,UnOccupied,fad18082a2fd,2017-01-10T09:45:00.123456Z,MessageIdData
7070734a-8fa4-47be-9ac7-61eb19b74ba1,Saturn,2017-01-10T10:30:00.123456Z,2017-01-10T11:50:00.123456Z,True,Occupied,45f0bb6f8f16,2017-01-10T11:50:00.123456Z,MessageIdData
412499c8-a78a-4c8d-8089-72c4afd99deb,Luna,2017-01-10T12:20:00.123456Z,2017-01-10T13:50:00.123456Z,True,Offline,45f0bb6f8f16,2017-01-10T13:50:00.123456Z,MessageIdData
bebba53e-d303-4aef-94b0-8c73cd868311,Saturn,2017-01-10T14:00:00.123456Z,2017-01-10T14:20:00.123456Z,True,UnOccupied,1dd7743b1e36,2017-01-10T14:20:00.123456Z,MessageIdData
204fd6b9-270f-4982-986f-b95b31bcb400,Iovis,2017-01-10T14:30:00.123456Z,2017-01-10T15:15:00.123456Z,True,Occupied,3bc5a105b4cd,2017-01-10T15:15:00.123456Z,MessageIdData
6603e60d-4a44-41f8-85ac-e3eb03aa61c1,Saturn,2017-01-10T15:35:00.123456Z,2017-01-10T15:55:00.123456Z,True,N/A,cd3a8437423c,2017-01-10T15:55:00.123456Z,MessageIdData
49379e0b-3488-46bc-9d51-7944b7d2557c,Venus,2017-01-10T16:05:00.123456Z,2017-01-10T17:35:00.123456Z,True,UnOccupied,88066778efa9,2017-01-10T17:35:00.123456Z,MessageIdData
120a9f29-b7ca-4b1e-a42a-67f49693a992,Gemini,2017-01-10T17:45:00.123456Z,2017-01-10T18:15:00.123456Z,False,N/A,280f1654a3dc,2017-01-10T18:15:00.123456Z,MessageIdData
c47b0c88-d7d8-49a3-8eb3-e246f8d01a4a,Luna,2017-01-10T18:25:00.123456Z,2017-01-10T18:55:00.123456Z,True,Offline,3bc5a105b4cd,2017-01-10T18:55:00.123456Z,MessageIdData
d913af2f-ab7b-4c46-94ab-2bd488cfc5f8,Gemini,2017-01-10T19:40:00.123456Z,2017-01-10T20:50:00.123456Z,True,UnOccupied,118615748df9,2017-01-10T20:50:00.123456Z,MessageIdData
41e22c79-de63-44b1-bcbe-cfc0cb088f7a,Luna,2017-01-11T08:00:00.123456Z,2017-01-11T09:10:00.123456Z,True,N/A,1dd7743b1e36,2017-01-11T09:10:00.123456Z,MessageIdData
4ae4e63c-dfc1-4a61-96fb-5d21d035a1a9,Venus,2017-01-11T09:50:00.123456Z,2017-01-11T10:40:00.123456Z,True,UnOccupied,fad18082a2fd,2017-01-11T10:40:00.123456Z,MessageIdData
8e66d112-1337-44e3-83fe-015859fa0dcb,Venus,2017-01-11T11:20:00.123456Z,2017-01-11T11:40:00.123456Z,True,Occupied,88066778efa9,2017-01-11T11:40:00.123456Z,MessageIdData
bc5dee01-3eda-4cec-8d24-1d7024b9ab7d,Gemini,2017-01-11T12:30:00.123456Z,2017-01-11T13:20:00.123456Z,False,UnOccupied,bfb248306601,2017-01-11T13:20:00.123456Z,MessageIdData
85e8e73c-58aa-441f-b374-249607a2e8f2,Luna,2017-01-11T13:40:00.123456Z,2017-01-11T13:50:00.123456Z,True,Occupied,20f8aecfc69b,2017-01-11T13:50:00.123456Z,MessageIdData
e0bb9ab6-f074-46b4-90aa-9b8796acd284,Gemini,2017-01-11T14:20:00.123456Z,2017-01-11T15:10:00.123456Z,True,UnOccupied,45f0bb6f8f16,2017-01-11T15:10:00.123456Z,MessageIdData
49823dc0-4407-4ff1-8c19-d1a6c0eb9267,Saturn,2017-01-11T15:40:00.123456Z,2017-01-11T17:10:00.123456Z,True,N/A,88066778efa9,2017-01-11T17:10:00.123456Z,MessageIdData
33869895-5396-4074-bfbe-1fa13b4f4e87,Ceres,2017-01-11T18:00:00.123456Z,2017-01-11T19:40:00.123456Z,True,UnOccupied,118615748df9,2017-01-11T19:40:00.123456Z,MessageIdData
87df6605-11d7-4a6e-b438-d8b7b3795b67,Ceres,2017-01-12T08:00:00.123456Z,2017-01-12T08:40:00.123456Z,True,UnOccupied,280f1654a3dc,2017-01-12T08:40:00.123456Z,MessageIdData
dd70a50e-bbeb-498a-be51-318b11430874,Fulgora,2017-01-12T09:30:00.123456Z,2017-01-12T11:15:00.123456Z,False,UnOccupied,248d9d75297a,2017-01-12T11:15:00.123456Z,MessageIdData
5c024389-ea11-44f2-ab20-8356a37580cc,Elissa,2017-01-12T11:35:00.123456Z,2017-01-12T13:05:00.123456Z,False,Occupied,43510864a6f1,2017-01-12T13:05:00.123456Z,MessageIdData
88a0e6f7-1e04-492b-a55a-4f8248b6ff2a,Vesta,2017-01-12T13:25:00.123456Z,2017-01-12T14:15:00.123456Z,True,UnOccupied,febda3b8e823,2017-01-12T14:15:00.123456Z,MessageIdData
081fd273-511c-47d8-9a58-eba53eed7919,Luna,2017-01-12T14:55:00.123456Z,2017-01-12T16:35:00.123456Z,True,N/A,3bc5a105b4cd,2017-01-12T16:35:00.123456Z,MessageIdData
6a2e0cde-3b36-428b-a25d-7ad80ca867ea,Fulgora,2017-01-12T16:55:00.123456Z,2017-01-12T17:40:00.123456Z,True,N/A,88066778efa9,2017-01-12T17:40:00.123456Z,MessageIdData
e65a4034-cd71-4280-bc2a-02ebba36c86e,Iovis,2017-01-12T18:10:00.123456Z,2017-01-12T19:40:00.123456Z,True,Occupied,a8d9c40ef511,2017-01-12T19:40:00.123456Z,MessageIdData
ea33695b-6d5c-4b93-b3f1-f276709531e6,Venus,2017-01-12T19:50:00.123456Z,2017-01-12T21:30:00.123456Z,True,N/A,3bc5a105b4cd,2017-01-12T21:30:00.123456Z,MessageIdData
1dc117a5-a329-464f-bd6d-894d503b11ff,Luna,2017-01-13T08:00:00.123456Z,2017-01-13T09:30:00.123456Z,False,Offline,b8f896ea05af,2017-01-13T09:30:00.123456Z,MessageIdData
bd839fe4-8a92-48fa-9a2d-b733e5939119,Iovis,2017-01-13T09:40:00.123456Z,2017-01-13T11:00:00.123456Z,True,Offline,febda3b8e823,2017-01-13T11:00:00.123456Z,MessageIdData
1f20d55d-d8ee-4e50-9267-ae0ccdbb6309,Saturn,2017-01-13T11:20:00.123456Z,2017-01-13T12:05:00.123456Z,False,UnOccupied,743997192c71,2017-01-13T12:05:00.123456Z,MessageIdData
7b69dcc3-9813-4774-af29-ac4dceafca6f,Elissa,2017-01-13T12:45:00.123456Z,2017-01-13T14:15:00.123456Z,True,N/A,b8f896ea05af,2017-01-13T14:15:00.123456Z,MessageIdData
588c7665-2c2f-4502-a5be-776520e5574f,Iovis,2017-01-13T15:05:00.123456Z,2017-01-13T15:50:00.123456Z,True,UnOccupied,45f0bb6f8f16,2017-01-13T15:50:00.123456Z,MessageIdData
78356d63-6fd9-4f06-9d12-7ad9ad45dac7,Iovis,2017-01-13T16:35:00.123456Z,2017-01-13T16:55:00.123456Z,True,UnOccupied,ab516b7308fd,2017-01-13T16:55:00.123456Z,MessageIdData
be9ad5e7-a980-4f17-af14-0d1080007f31,Saturn,2017-01-13T17:45:00.123456Z,2017-01-13T18:25:00.123456Z,True,N/A,febda3b8e823,2017-01-13T18:25:00.123456Z,MessageIdData
ba082cf1-8e5c-4247-a4d7-77105804c007,Vesta,2017-01-13T18:55:00.123456Z,2017-01-13T20:05:00.123456Z,True,Offline,248d9d75297a,2017-01-13T20:05:00.123456Z,MessageIdData
3cbdaa9b-b497-4a6a-ab83-f031a8e1c841,Ceres,2017-01-16T08:00:00.123456Z,2017-01-16T08:10:00.123456Z,True,Offline,43510864a6f1,2017-01-16T08:10:00.123456Z,MessageIdData
5b340d1c-9a44-4a99-9b49-d062d10aff5a,Elissa,2017-01-16T08:20:00.123456Z,2017-01-16T09:50:00.123456Z,True,N/A,febda3b8e823,2017-01-16T09:50:00.123456Z,MessageIdData
9d117cac-d47d-4922-a094-893b4b511d1e,Pax,2017-01-16T10:40:00.123456Z,2017-01-16T12:30:00.123456Z,True,UnOccupied,a8d9c40ef511,2017-01-16T12:30:00.123456Z,MessageIdData
42101093-923b-4a2e-81a7-db25d000ad3b,Fulgora,2017-01-16T13:10:00.123456Z,2017-01-16T15:00:00.123456Z,True,Occupied,43510864a6f1,2017-01-16T15:00:00.123456Z,MessageIdData
178086c3-3fc3-454d-acf3-ee84403a6724,Saturn,2017-01-16T15:10:00.123456Z,2017-01-16T15:40:00.123456Z,True,Offline,45f0bb6f8f16,2017-01-16T15:40:00.123456Z,MessageIdData
7d1bdd0a-d33d-4dee-8a98-7a313d2c08a2,Elissa,2017-01-16T16:25:00.123456Z,2017-01-16T16:35:00.123456Z,False,Occupied,bfb248306601,2017-01-16T16:35:00.123456Z,MessageIdData
a2765c9e-0519-4e8f-a44d-cfa457ec818e,Fulgora,2017-01-16T17:05:00.123456Z,2017-01-16T18:50:00.123456Z,True,Offline,3bc5a105b4cd,2017-01-16T18:50:00.123456Z,MessageIdData
410acdcd-1994-44dc-a6f0-12e54ea43a47,Luna,2017-01-16T19:20:00.123456Z,2017-01-16T20:30:00.123456Z,True,Offline,febda3b8e823,2017-01-16T20:30:00.123456Z,MessageIdData
155a152d-ec1a-4e5d-9377-3e07ecc5941b,Pax,2017-01-16T08:00:00.123456Z,2017-01-16T08:40:00.123456Z,True,UnOccupied,ef5ade4437d8,2017-01-16T08:40:00.123456Z,MessageIdData
f93ed3a3-70e9-454a-82d9-ff5c150f0a8a,Gemini,2017-01-16T08:50:00.123456Z,2017-01-16T10:00:00.123456Z,True,Occupied,45f0bb6f8f16,2017-01-16T10:00:00.123456Z,MessageIdData
bf6169e0-bd98-4803-afb7-829b4015b398,Elissa,2017-01-16T10:30:00.123456Z,2017-01-16T11:20:00.123456Z,True,N/A,ef5ade4437d8,2017-01-16T11:20:00.123456Z,MessageIdData
e034a476-2a0c-48a4-a07f-d8f8ddfa1ea4,Ceres,2017-01-16T12:10:00.123456Z,2017-01-16T13:55:00.123456Z,True,Offline,118615748df9,2017-01-16T13:55:00.123456Z,MessageIdData
d9f2cc06-04b2-4a07-91cc-651fa6dfd8d9,Venus,2017-01-16T14:25:00.123456Z,2017-01-16T16:15:00.123456Z,True,N/A,248d9d75297a,2017-01-16T16:15:00.123456Z,MessageIdData
eabf0360-31ab-451c-ad0c-8821d4794029,Fulgora,2017-01-16T17:05:00.123456Z,2017-01-16T18:50:00.123456Z,True,N/A,280f1654a3dc,2017-01-16T18:50:00.123456Z,MessageIdData
54a57734-7ec9-47d8-ba33-91ca1c515b9b,Elissa,2017-01-16T19:35:00.123456Z,2017-01-16T20:55:00.123456Z,True,N/A,247263c670b8,2017-01-16T20:55:00.123456Z,MessageIdData
ad959896-da71-4ca5-8122-aa20cb9c5f36,Saturn,2017-01-16T08:00:00.123456Z,2017-01-16T09:50:00.123456Z,True,N/A,20f8aecfc69b,2017-01-16T09:50:00.123456Z,MessageIdData
7023a5d4-51d6-47a0-bedc-763bcfec4639,Luna,2017-01-16T10:10:00.123456Z,2017-01-16T11:20:00.123456Z,True,N/A,45f0bb6f8f16,2017-01-16T11:20:00.123456Z,MessageIdData
c534f72f-23c9-4a1f-8b53-63b1b65f8e6a,Iovis,2017-01-16T12:00:00.123456Z,2017-01-16T12:50:00.123456Z,True,UnOccupied,fad18082a2fd,2017-01-16T12:50:00.123456Z,MessageIdData
30665a5c-5e5d-4ca7-8c5c-7350d9e32d58,Elissa,2017-01-16T13:40:00.123456Z,2017-01-16T14:10:00.123456Z,True,UnOccupied,247263c670b8,2017-01-16T14:10:00.123456Z,MessageIdData
